심화행동라벨,시도,시군구,예측분류,투자검토분류,상승확률점수,투자적합성점수,price_12m_change_pct,trade_recovery_pct,recent_jeonse_ratio_3m,recent_jeonse_share_3m,recent_wolse_share_3m,sale_turn_ym,jeonse_turn_ym,lead_lag_months,임차수요기반양호,월세비중높음,임차선행,기다림필요,임차검증메모
보수 접근,인천광역시,남동구,하락,판단 보류,41.66960137938819,77.47218130250805,8.188742083942092,-9.88553590010406,70.905,61.78010471204188,38.21989528795812,202310,202311,1.0,아니오,아니오,아니오,예,"전세가율 70.9%, 월세비중 38.2%, 매매가 전세보다 1개월 선행"
보수 접근,서울특별시,서초구,하락,판단 보류,40.67341120934155,76.89850032601609,-24.588869776839697,-47.59535655058043,36.019999999999996,54.62287104622871,45.37712895377129,202311,202311,0.0,아니오,예,아니오,예,"전세가율 36.0%, 월세비중 45.4%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음"
보수 접근,서울특별시,마포구,하락,판단 보류,40.182437792684006,77.69086698812121,-3.6268898346573986,-39.9197592778335,44.85,62.283236994219656,37.716763005780344,202308,202311,3.0,아니오,아니오,아니오,예,"전세가율 44.9%, 월세비중 37.7%, 매매가 전세보다 3개월 선행"
보수 접근,서울특별시,강남구,하락,판단 보류,39.860019352453506,84.13291796469366,-31.955565299985256,-50.25062656641603,37.0,56.71506352087114,43.28493647912886,202310,202312,2.0,아니오,예,아니오,예,"전세가율 37.0%, 월세비중 43.3%, 매매가 전세보다 2개월 선행, 월세 비중 높음"
보수 접근,서울특별시,용산구,하락,판단 보류,38.60972621669972,54.48461284583866,-6.742837335074913,-11.627906976744184,38.18,64.57399103139014,35.426008968609864,202310,202302,-8.0,아니오,아니오,아니오,예,"전세가율 38.2%, 월세비중 35.4%, 전세가 매매보다 8개월 선행"
보수 접근,인천광역시,미추홀구,하락,판단 보류,37.49202592341813,63.39013794639383,8.273000297581623,-16.88500727802038,70.39,18.52731591448931,81.47268408551069,202312,202401,1.0,아니오,예,아니오,예,"전세가율 70.4%, 월세비중 81.5%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
보수 접근,제주특별자치도,제주시,하락,판단 보류,36.83588786175123,50.151577354359354,8.462513604180511,0.7978723404255428,68.44,39.682539682539684,60.317460317460316,202311,202305,-6.0,아니오,예,예,예,"전세가율 68.4%, 월세비중 60.3%, 전세가 매매보다 6개월 선행, 월세 비중 높음, 임차 선행"
우선 매수 검토,경기도,부천시 원미구,상승,우선 검토,76.36272602698541,71.58117800478158,-7.968071197211457,43.61904761904762,66.815,73.88535031847134,26.11464968152866,202310,202312,2.0,예,아니오,아니오,아니오,"전세가율 66.8%, 월세비중 26.1%, 매매가 전세보다 2개월 선행, 임차 수요 기반 양호"
우선 매수 검토,경기도,안양시 만안구,상승,우선 검토,72.86635264118131,69.95761790915019,-4.626830353659406,41.93548387096775,66.78,76.13636363636364,23.863636363636363,202310,202311,1.0,예,아니오,아니오,아니오,"전세가율 66.8%, 월세비중 23.9%, 매매가 전세보다 1개월 선행, 임차 수요 기반 양호"
우선 매수 검토,부산광역시,북구,상승,우선 검토,71.82021514172854,63.4890429080098,1.8034374785806273,27.3031825795645,71.86,67.07818930041152,32.92181069958848,202408,202311,-9.0,아니오,아니오,예,아니오,"전세가율 71.9%, 월세비중 32.9%, 전세가 매매보다 9개월 선행, 임차 선행"
우선 매수 검토,경기도,군포시,상승,우선 검토,70.61334108802245,60.94061677413123,-0.242492112608883,29.79942693409743,67.41499999999999,80.12048192771084,19.879518072289155,202309,202312,3.0,예,아니오,아니오,아니오,"전세가율 67.4%, 월세비중 19.9%, 매매가 전세보다 3개월 선행, 임차 수요 기반 양호"
우선 매수 검토,강원특별자치도,원주시,상승,우선 검토,68.35884803210428,61.67336140023237,-9.398202678532485,4.244482173174879,78.65,71.94630872483222,28.053691275167786,202312,202308,-4.0,예,아니오,예,아니오,"전세가율 78.7%, 월세비중 28.1%, 전세가 매매보다 4개월 선행, 임차 수요 기반 양호, 임차 선행"
우선 매수 검토,광주광역시,광산구,상승,우선 검토,66.77026741253901,76.49222793756591,1.8929732492559248,1.9930675909878737,74.67,76.0914760914761,23.908523908523907,202312,202310,-2.0,예,아니오,예,아니오,"전세가율 74.7%, 월세비중 23.9%, 전세가 매매보다 2개월 선행, 임차 수요 기반 양호, 임차 선행"
우선 매수 검토,광주광역시,남구,상승,우선 검토,64.0732299765577,57.84598624560952,-0.1655620829663306,12.5,73.13,59.9236641221374,40.0763358778626,202312,202311,-1.0,아니오,예,예,아니오,"전세가율 73.1%, 월세비중 40.1%, 전세가 매매보다 1개월 선행, 월세 비중 높음, 임차 선행"
우선 매수 검토,부산광역시,동래구,상승,우선 검토,63.80000721360296,74.28041676393484,3.955355668946536,27.13097713097714,65.12,65.10538641686183,34.894613583138174,202311,202312,1.0,아니오,아니오,아니오,아니오,"전세가율 65.1%, 월세비중 34.9%, 매매가 전세보다 1개월 선행"
우선 매수 검토,부산광역시,연제구,상승,우선 검토,62.66877712407498,67.26709974482198,6.060033374845197,41.3978494623656,61.07,63.58974358974359,36.41025641025641,202311,202401,2.0,아니오,아니오,아니오,아니오,"전세가율 61.1%, 월세비중 36.4%, 매매가 전세보다 2개월 선행"
우선 매수 검토,부산광역시,부산진구,상승,우선 검토,61.42673818845638,73.2300546580051,-0.6441371242709271,36.51551312649164,68.97,61.59090909090909,38.40909090909091,202312,202311,-1.0,아니오,아니오,예,아니오,"전세가율 69.0%, 월세비중 38.4%, 전세가 매매보다 1개월 선행, 임차 선행"
우선 매수 검토,전라남도,순천시,상승,우선 검토,60.46148229207679,56.37794789645837,1.4808734731249995,13.997627520759192,80.405,68.01801801801801,31.98198198198198,202312,202309,-3.0,아니오,아니오,예,아니오,"전세가율 80.4%, 월세비중 32.0%, 전세가 매매보다 3개월 선행, 임차 선행"
우선 매수 검토,경상남도,진주시,상승,우선 검토,60.312233960630046,69.65986996922301,17.13205916002829,19.36444885799404,77.66,63.0188679245283,36.9811320754717,202311,202311,0.0,아니오,아니오,예,아니오,"전세가율 77.7%, 월세비중 37.0%, 전세와 매매 전환 시점이 거의 동시, 임차 선행"
회피,전라남도,목포시,상승,즉시 제외,69.05987786934796,42.94506561912198,8.272644071183999,15.91695501730104,83.33,90.9090909090909,9.090909090909092,202302,202308,6.0,예,아니오,아니오,아니오,"전세가율 83.3%, 월세비중 9.1%, 매매가 전세보다 6개월 선행, 임차 수요 기반 양호"
회피,전라남도,화순군,상승,즉시 제외,66.64759946263356,22.161486633340576,-19.194107380301872,10.44776119402986,74.92,100.0,0.0,202301,202304,3.0,예,아니오,아니오,아니오,"전세가율 74.9%, 월세비중 0.0%, 매매가 전세보다 3개월 선행, 임차 수요 기반 양호"
회피,강원특별자치도,태백시,상승,즉시 제외,66.52884456459765,2.5330242217875343,-8.664782044134455,0.0,,100.0,0.0,202303,,,아니오,아니오,아니오,아니오,월세비중 0.0%
회피,전북특별자치도,익산시,상승,즉시 제외,65.45291946533028,45.21405706220602,1.494073780327665,13.052208835341371,85.22999999999999,82.51599147121536,17.48400852878465,202312,202311,-1.0,예,아니오,예,아니오,"전세가율 85.2%, 월세비중 17.5%, 전세가 매매보다 1개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,충청남도,홍성군,상승,즉시 제외,64.5761336121436,20.24668550315149,-1.1432518897457444,8.74125874125875,67.57,80.0,20.0,202601,202401,-24.0,예,아니오,예,아니오,"전세가율 67.6%, 월세비중 20.0%, 전세가 매매보다 24개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,경상남도,밀양시,상승,즉시 제외,64.29310197514339,16.615845723286135,-16.291937782538433,10.98265895953756,78.85,21.05263157894737,78.94736842105263,202301,202301,0.0,아니오,예,예,아니오,"전세가율 78.8%, 월세비중 78.9%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음, 임차 선행"
회피,울산광역시,동구,상승,즉시 제외,62.65097423582392,42.13372830919741,1.6960316366128936,2.19780219780219,77.795,61.53846153846154,38.46153846153846,202311,202403,4.0,아니오,아니오,아니오,아니오,"전세가율 77.8%, 월세비중 38.5%, 매매가 전세보다 4개월 선행"
회피,충청남도,서산시,상승,즉시 제외,62.00858007173613,35.056254544771534,-2.5097382336591867,9.671532846715335,85.78,74.39759036144578,25.602409638554217,202403,202312,-3.0,예,아니오,예,아니오,"전세가율 85.8%, 월세비중 25.6%, 전세가 매매보다 3개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,부산광역시,서구,상승,즉시 제외,61.99556908993187,40.383572009305546,-9.347170537001135,27.118644067796605,70.01,71.42857142857143,28.571428571428573,202312,202312,0.0,예,아니오,예,아니오,"전세가율 70.0%, 월세비중 28.6%, 전세와 매매 전환 시점이 거의 동시, 임차 수요 기반 양호, 임차 선행"
회피,전북특별자치도,김제시,상승,즉시 제외,61.53637394921698,8.807156790928435,-6.193214176689765,8.92857142857142,87.5,83.33333333333333,16.666666666666668,202403,202311,-4.0,예,아니오,예,아니오,"전세가율 87.5%, 월세비중 16.7%, 전세가 매매보다 4개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,충청북도,음성군,상승,즉시 제외,59.96091747089661,14.19582699413171,-5.674277141702044,19.11764705882353,61.915,55.65217391304348,44.34782608695652,,202302,,아니오,예,아니오,아니오,"전세가율 61.9%, 월세비중 44.3%, 월세 비중 높음"
회피,충청남도,당진시,상승,즉시 제외,59.82675190528257,31.11272106707881,-5.5640283194324125,3.584905660377369,82.68,65.88628762541806,34.11371237458194,202403,202401,-2.0,아니오,아니오,예,아니오,"전세가율 82.7%, 월세비중 34.1%, 전세가 매매보다 2개월 선행, 임차 선행"
회피,경상남도,사천시,상승,즉시 제외,59.55735375179998,13.800676718158426,-6.48366764400391,1.6949152542372836,81.00999999999999,56.493506493506494,43.506493506493506,202301,202401,12.0,아니오,예,아니오,아니오,"전세가율 81.0%, 월세비중 43.5%, 매매가 전세보다 12개월 선행, 월세 비중 높음"
회피,강원특별자치도,고성군,상승,즉시 제외,59.26031779939269,16.454031732232124,-14.767843542064508,63.63636363636365,70.59,63.63636363636363,36.36363636363637,202302,202312,10.0,아니오,아니오,아니오,아니오,"전세가율 70.6%, 월세비중 36.4%, 매매가 전세보다 10개월 선행"
회피,충청북도,보은군,상승,즉시 제외,58.87218036903592,3.492718974136057,-10.613262164986304,19.047619047619047,,,,202301,,,아니오,아니오,아니오,아니오,
회피,충청남도,논산시,상승,즉시 제외,58.263920198102674,15.769733364459148,3.4490325406776767,-7.14285714285714,78.85,90.9090909090909,9.090909090909092,202302,202301,-1.0,예,아니오,예,아니오,"전세가율 78.8%, 월세비중 9.1%, 전세가 매매보다 1개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,전라남도,무안군,상승,즉시 제외,57.94044746515267,31.92349489241469,16.300575216321135,4.79041916167664,84.22,63.63636363636363,36.36363636363637,202408,202311,-9.0,아니오,아니오,예,아니오,"전세가율 84.2%, 월세비중 36.4%, 전세가 매매보다 9개월 선행, 임차 선행"
회피,경상남도,거창군,상승,즉시 제외,57.92165386544635,18.41664855466203,32.97614343910513,33.74999999999999,86.96,63.63636363636363,36.36363636363637,202403,202302,-13.0,아니오,아니오,예,아니오,"전세가율 87.0%, 월세비중 36.4%, 전세가 매매보다 13개월 선행, 임차 선행"
회피,경상북도,경산시,상승,즉시 제외,57.15101648028249,49.16070312143629,-10.096702144213932,7.585139318885448,69.27,76.24190064794817,23.758099352051836,202502,202408,-6.0,예,아니오,예,아니오,"전세가율 69.3%, 월세비중 23.8%, 전세가 매매보다 6개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,경기도,화성시 효행구,상승,즉시 제외,56.23029051965992,45.20539013257987,-2.6539657230504,-1.0570824524312905,72.0,55.23012552301255,44.76987447698745,202401,,,아니오,예,아니오,아니오,"전세가율 72.0%, 월세비중 44.8%, 월세 비중 높음"
회피,경상남도,창원시 마산회원구,상승,즉시 제외,56.17037049168395,43.23407954792437,43.52551094122321,14.603960396039597,75.1,66.12903225806451,33.87096774193548,202311,202303,-8.0,아니오,아니오,예,아니오,"전세가율 75.1%, 월세비중 33.9%, 전세가 매매보다 8개월 선행, 임차 선행"
회피,경상남도,함양군,상승,즉시 제외,55.979773280735984,16.235600956313842,27.69119026785487,13.33333333333333,,66.66666666666667,33.333333333333336,202303,,,아니오,아니오,아니오,아니오,월세비중 33.3%
회피,경상북도,청도군,상승,즉시 제외,55.757910252210934,4.434905455335796,5.042289958432811,18.75,,100.0,0.0,202302,202408,18.0,아니오,아니오,아니오,아니오,"월세비중 0.0%, 매매가 전세보다 18개월 선행"
회피,경상남도,창원시 진해구,상승,즉시 제외,55.70029092315945,34.70223864377309,-5.328218002338058,7.259953161592514,80.6,80.54545454545455,19.454545454545453,202403,202309,-6.0,예,아니오,예,아니오,"전세가율 80.6%, 월세비중 19.5%, 전세가 매매보다 6개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,경기도,가평군,상승,즉시 제외,55.47838927537815,16.780047815692242,-6.241170582279654,4.347826086956519,74.85,65.07936507936508,34.92063492063492,202303,202301,-2.0,아니오,아니오,예,아니오,"전세가율 74.8%, 월세비중 34.9%, 전세가 매매보다 2개월 선행, 임차 선행"
회피,경상북도,포항시 남구,상승,즉시 제외,55.24015402605499,29.569658769832643,-13.310587517127148,-2.576112412177989,81.9,64.46991404011462,35.53008595988538,202310,202311,1.0,아니오,아니오,아니오,아니오,"전세가율 81.9%, 월세비중 35.5%, 매매가 전세보다 1개월 선행"
회피,경상북도,칠곡군,보합,즉시 제외,54.7834202597904,16.989784829384917,0.0,-16.82242990654206,74.07,75.0,25.0,202303,202302,-1.0,예,아니오,예,아니오,"전세가율 74.1%, 월세비중 25.0%, 전세가 매매보다 1개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,경상남도,함안군,보합,즉시 제외,54.64067628103188,10.475983481851772,-13.238403634520434,1.265822784810133,92.19,63.63636363636363,36.36363636363637,202301,202302,1.0,아니오,아니오,아니오,아니오,"전세가율 92.2%, 월세비중 36.4%, 매매가 전세보다 1개월 선행"
회피,경상북도,상주시,보합,즉시 제외,54.35983163520689,10.424330727887924,-1.3761467889908283,1.17647058823529,69.69,33.333333333333336,66.66666666666667,202301,202302,1.0,아니오,예,아니오,아니오,"전세가율 69.7%, 월세비중 66.7%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
회피,충청남도,예산군,보합,즉시 제외,54.24628081035363,16.30297761356227,-23.291120168036116,3.571428571428581,69.88,50.0,50.0,202301,202311,10.0,아니오,예,아니오,아니오,"전세가율 69.9%, 월세비중 50.0%, 매매가 전세보다 10개월 선행, 월세 비중 높음"
회피,경상북도,영천시,보합,즉시 제외,54.224561812699214,16.495313686504005,-8.901712399327266,-20.88607594936709,73.94,47.05882352941177,52.94117647058823,202301,202306,5.0,아니오,예,아니오,아니오,"전세가율 73.9%, 월세비중 52.9%, 매매가 전세보다 5개월 선행, 월세 비중 높음"
회피,부산광역시,기장군,보합,즉시 제외,54.04217657738706,27.58522704404034,0.7578687981765198,16.991643454039007,75.28,55.26315789473684,44.73684210526316,202311,202311,0.0,아니오,예,예,아니오,"전세가율 75.3%, 월세비중 44.7%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음, 임차 선행"
회피,부산광역시,중구,보합,즉시 제외,54.02057821218588,2.971576227390181,,5.263157894736836,,71.42857142857143,28.571428571428573,202301,202303,2.0,아니오,아니오,아니오,아니오,"월세비중 28.6%, 매매가 전세보다 2개월 선행"
회피,강원특별자치도,홍천군,보합,즉시 제외,54.01589230360254,20.302108237339706,2.888086642599297,17.14285714285715,62.69,69.23076923076923,30.76923076923077,202301,202308,7.0,아니오,아니오,아니오,아니오,"전세가율 62.7%, 월세비중 30.8%, 매매가 전세보다 7개월 선행"
회피,부산광역시,강서구,보합,즉시 제외,53.88564846497799,48.0148706266217,-10.09832749680296,12.702702702702704,68.29,86.66666666666667,13.333333333333334,202309,202308,-1.0,예,아니오,예,아니오,"전세가율 68.3%, 월세비중 13.3%, 전세가 매매보다 1개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,충청북도,제천시,보합,즉시 제외,53.73235883977799,30.500642640757107,8.812857474995717,8.59106529209621,84.255,41.791044776119406,58.208955223880594,202301,202301,0.0,아니오,예,예,아니오,"전세가율 84.3%, 월세비중 58.2%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음, 임차 선행"
회피,전라남도,여수시,보합,즉시 제외,53.71414766322946,43.79305625991129,-0.4000550313077333,-0.6622516556291425,78.13,76.78018575851394,23.21981424148607,202311,202308,-3.0,예,아니오,예,아니오,"전세가율 78.1%, 월세비중 23.2%, 전세가 매매보다 3개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,대전광역시,대덕구,보합,즉시 제외,53.655727069706835,41.698181554734475,-0.2720049911137168,5.277777777777781,74.31,90.76923076923077,9.23076923076923,202312,202309,-3.0,예,아니오,예,아니오,"전세가율 74.3%, 월세비중 9.2%, 전세가 매매보다 3개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,전북특별자치도,완주군,보합,즉시 제외,53.495712152931056,40.095631384481635,31.86993460434615,11.988304093567258,74.84,81.81818181818181,18.181818181818183,202311,202309,-2.0,예,아니오,예,아니오,"전세가율 74.8%, 월세비중 18.2%, 전세가 매매보다 2개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,경상북도,영주시,보합,즉시 제외,53.222394306019886,12.173467389000246,4.980914123421365,6.20155038759691,64.155,57.89473684210526,42.10526315789474,202301,202301,0.0,아니오,예,예,아니오,"전세가율 64.2%, 월세비중 42.1%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음, 임차 선행"
회피,전북특별자치도,정읍시,보합,즉시 제외,53.20774338273961,22.93902828424309,16.864473270647128,33.00970873786409,67.005,61.53846153846154,38.46153846153846,202302,202301,-1.0,아니오,아니오,예,아니오,"전세가율 67.0%, 월세비중 38.5%, 전세가 매매보다 1개월 선행, 임차 선행"
회피,경기도,이천시,보합,즉시 제외,53.03041259468993,31.7806381328804,6.910407208119351,-0.9771986970684045,83.54,57.2463768115942,42.7536231884058,202312,202402,2.0,아니오,예,아니오,아니오,"전세가율 83.5%, 월세비중 42.8%, 매매가 전세보다 2개월 선행, 월세 비중 높음"
회피,경상북도,포항시 북구,보합,즉시 제외,52.84641350631595,47.25603129754401,25.03835514618375,6.962025316455689,81.3,64.38095238095238,35.61904761904762,202312,202311,-1.0,아니오,아니오,예,아니오,"전세가율 81.3%, 월세비중 35.6%, 전세가 매매보다 1개월 선행, 임차 선행"
회피,경상북도,예천군,보합,즉시 제외,52.69710411553695,28.67094109976092,9.709200337697666,6.282722513089012,79.245,67.85714285714286,32.142857142857146,202310,202310,0.0,아니오,아니오,예,아니오,"전세가율 79.2%, 월세비중 32.1%, 전세와 매매 전환 시점이 거의 동시, 임차 선행"
회피,충청남도,천안시 동남구,보합,즉시 제외,52.63356305906442,41.20517278852424,4.165195974617819,2.5039123630672844,79.78999999999999,46.403712296983755,53.596287703016245,202401,202312,-1.0,아니오,예,예,아니오,"전세가율 79.8%, 월세비중 53.6%, 전세가 매매보다 1개월 선행, 월세 비중 높음, 임차 선행"
회피,전라남도,나주시,보합,즉시 제외,52.31876958776829,28.66239491683236,-4.147504733877905,20.74303405572755,83.58,57.83410138248848,42.16589861751152,202402,202309,-5.0,아니오,예,예,아니오,"전세가율 83.6%, 월세비중 42.2%, 전세가 매매보다 5개월 선행, 월세 비중 높음, 임차 선행"
회피,충청남도,아산시,보합,즉시 제외,52.17308962057762,47.44575119203822,5.7819642285705575,-1.5810276679841917,77.33500000000001,36.73647469458988,63.26352530541012,202501,202404,-9.0,아니오,예,예,아니오,"전세가율 77.3%, 월세비중 63.3%, 전세가 매매보다 9개월 선행, 월세 비중 높음, 임차 선행"
회피,경기도,안성시,보합,즉시 제외,52.15376727792528,23.662971817720784,-13.05334793699371,-5.722070844686645,77.77000000000001,25.09505703422053,74.90494296577947,,202309,,아니오,예,아니오,아니오,"전세가율 77.8%, 월세비중 74.9%, 월세 비중 높음"
회피,경기도,부천시 오정구,보합,즉시 제외,52.08017873446724,37.58096066072593,-18.121471430837698,-18.75,60.945,79.6875,20.3125,202311,202304,-7.0,아니오,아니오,예,아니오,"전세가율 60.9%, 월세비중 20.3%, 전세가 매매보다 7개월 선행, 임차 선행"
회피,인천광역시,강화군,보합,즉시 제외,51.929380106049166,4.88698109106716,-33.30367920634142,-8.823529411764708,75.785,61.53846153846154,38.46153846153846,202302,202301,-1.0,아니오,아니오,예,아니오,"전세가율 75.8%, 월세비중 38.5%, 전세가 매매보다 1개월 선행, 임차 선행"
회피,경상남도,거제시,보합,즉시 제외,51.61954824403862,41.15852431436,14.878501899697127,6.962025316455689,77.92500000000001,51.082251082251084,48.917748917748916,202601,202412,-13.0,아니오,예,예,아니오,"전세가율 77.9%, 월세비중 48.9%, 전세가 매매보다 13개월 선행, 월세 비중 높음, 임차 선행"
회피,경상남도,고성군,보합,즉시 제외,51.408243637761856,12.827646163877418,38.07988705345937,5.882352941176472,86.49,60.0,40.0,202302,202310,8.0,아니오,예,아니오,아니오,"전세가율 86.5%, 월세비중 40.0%, 매매가 전세보다 8개월 선행, 월세 비중 높음"
회피,강원특별자치도,강릉시,보합,즉시 제외,51.24141075326481,41.813615397618875,-10.003534183165552,-6.987951807228921,80.0,63.41463414634146,36.58536585365854,202506,202312,-18.0,아니오,아니오,예,아니오,"전세가율 80.0%, 월세비중 36.6%, 전세가 매매보다 18개월 선행, 임차 선행"
회피,서울특별시,금천구,보합,즉시 제외,50.84088604012947,47.27150029113371,8.07982831849734,-6.043956043956045,63.08,66.42857142857143,33.57142857142857,202311,202305,-6.0,아니오,아니오,예,아니오,"전세가율 63.1%, 월세비중 33.6%, 전세가 매매보다 6개월 선행, 임차 선행"
회피,대전광역시,동구,보합,즉시 제외,50.82051717299264,49.41563964892227,4.166723257858851,2.3622047244094446,77.74,51.5527950310559,48.4472049689441,202312,202308,-4.0,아니오,예,예,아니오,"전세가율 77.7%, 월세비중 48.4%, 전세가 매매보다 4개월 선행, 월세 비중 높음, 임차 선행"
회피,충청북도,청주시 서원구,보합,즉시 제외,50.73916790485639,48.93066724625082,6.259526947015259,-4.778761061946901,86.485,71.56398104265404,28.436018957345972,202311,202311,0.0,예,아니오,예,아니오,"전세가율 86.5%, 월세비중 28.4%, 전세와 매매 전환 시점이 거의 동시, 임차 수요 기반 양호, 임차 선행"
회피,전라남도,광양시,보합,즉시 제외,50.334856058076696,27.698138622575343,6.640396693815975,5.735660847880308,84.13499999999999,63.9344262295082,36.0655737704918,202403,202311,-4.0,아니오,아니오,예,아니오,"전세가율 84.1%, 월세비중 36.1%, 전세가 매매보다 4개월 선행, 임차 선행"
회피,전라남도,강진군,보합,즉시 제외,50.20600758579112,14.36209519669637,2.1231620969308196,-41.666666666666664,,83.33333333333333,16.666666666666668,202302,,,아니오,아니오,아니오,아니오,월세비중 16.7%
회피,경상남도,창녕군,보합,즉시 제외,50.01688795846645,6.281243207998261,-30.632899794682057,26.315789473684205,,0.0,100.0,202306,,,아니오,예,아니오,아니오,"월세비중 100.0%, 월세 비중 높음"
회피,경기도,양평군,보합,즉시 제외,49.92830525451326,42.93088459030646,43.65606435655971,3.267973856209161,67.55,72.22222222222223,27.77777777777778,202402,202312,-2.0,예,아니오,예,아니오,"전세가율 67.5%, 월세비중 27.8%, 전세가 매매보다 2개월 선행, 임차 수요 기반 양호, 임차 선행"
회피,강원특별자치도,횡성군,보합,즉시 제외,49.79634239545802,9.792436426863723,-5.221677488227893,9.375,,100.0,0.0,202301,202308,7.0,아니오,아니오,아니오,아니오,"월세비중 0.0%, 매매가 전세보다 7개월 선행"
회피,충청남도,계룡시,보합,즉시 제외,49.64663717475912,12.055940603357833,0.4594227480263502,17.582417582417587,79.035,70.6896551724138,29.310344827586206,202310,202312,2.0,예,아니오,아니오,아니오,"전세가율 79.0%, 월세비중 29.3%, 매매가 전세보다 2개월 선행, 임차 수요 기반 양호"
회피,충청북도,충주시,보합,즉시 제외,49.19217446207135,39.7076319962649,18.435338161234903,3.482587064676612,77.27,51.31578947368421,48.68421052631579,202311,202309,-2.0,아니오,예,예,아니오,"전세가율 77.3%, 월세비중 48.7%, 전세가 매매보다 2개월 선행, 월세 비중 높음, 임차 선행"
회피,인천광역시,중구,보합,즉시 제외,49.13439190990879,49.77125208958868,0.5356900253099983,-1.2787723785166238,64.44,64.76793248945148,35.232067510548525,202311,202308,-3.0,아니오,아니오,예,아니오,"전세가율 64.4%, 월세비중 35.2%, 전세가 매매보다 3개월 선행, 임차 선행"
회피,충청남도,태안군,보합,즉시 제외,49.12112422088988,17.72766789828298,15.06197002174472,11.111111111111116,,40.0,60.0,202302,202302,0.0,아니오,예,아니오,아니오,"월세비중 60.0%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음"
회피,충청남도,공주시,보합,즉시 제외,48.85108435235546,17.08246462792576,0.151396106835433,11.570247933884303,64.065,63.63636363636363,36.36363636363637,202310,202307,-3.0,아니오,아니오,예,아니오,"전세가율 64.1%, 월세비중 36.4%, 전세가 매매보다 3개월 선행, 임차 선행"
회피,강원특별자치도,평창군,보합,즉시 제외,48.60512064635877,36.20191262768963,12.3112845662402,22.72727272727273,,33.333333333333336,66.66666666666667,202302,,,아니오,예,아니오,아니오,"월세비중 66.7%, 월세 비중 높음"
회피,경상남도,통영시,보합,즉시 제외,48.389508610459345,18.439684341299937,-11.26520614342378,-13.043478260869568,84.0,36.734693877551024,63.265306122448976,202302,202312,10.0,아니오,예,아니오,아니오,"전세가율 84.0%, 월세비중 63.3%, 매매가 전세보다 10개월 선행, 월세 비중 높음"
회피,부산광역시,사상구,보합,즉시 제외,48.3882139063439,36.724383588108864,-1.1472012530506448,13.607594936708868,67.815,56.19834710743802,43.80165289256198,202409,202312,-9.0,아니오,예,예,아니오,"전세가율 67.8%, 월세비중 43.8%, 전세가 매매보다 9개월 선행, 월세 비중 높음, 임차 선행"
회피,충청남도,부여군,보합,즉시 제외,47.255497325035485,24.516409476200824,28.04273292344717,33.33333333333333,,100.0,0.0,202301,202304,3.0,아니오,아니오,아니오,아니오,"월세비중 0.0%, 매매가 전세보다 3개월 선행"
회피,충청북도,증평군,보합,즉시 제외,46.891160464641565,15.39013257987394,62.007591154838934,4.166666666666674,70.515,84.61538461538461,15.384615384615385,202301,202302,1.0,예,아니오,아니오,아니오,"전세가율 70.5%, 월세비중 15.4%, 매매가 전세보다 1개월 선행, 임차 수요 기반 양호"
회피,부산광역시,영도구,보합,즉시 제외,46.74755672860515,33.30676905986621,11.248165165911006,5.555555555555558,71.69,56.94444444444444,43.05555555555556,202305,202306,1.0,아니오,예,아니오,아니오,"전세가율 71.7%, 월세비중 43.1%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
회피,강원특별자치도,동해시,보합,즉시 제외,46.606291424572944,28.844105280387243,15.492704901992438,18.085106382978733,74.485,47.69230769230769,52.30769230769231,202301,202302,1.0,아니오,예,아니오,아니오,"전세가율 74.5%, 월세비중 52.3%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
회피,경상북도,김천시,보합,즉시 제외,46.60037443701266,34.27558689603173,15.251493309046428,-3.2163742690058506,83.81,61.702127659574465,38.297872340425535,202307,202310,3.0,아니오,아니오,아니오,아니오,"전세가율 83.8%, 월세비중 38.3%, 매매가 전세보다 3개월 선행"
회피,부산광역시,동구,보합,즉시 제외,45.47304576140169,37.92959662553229,26.93048129703799,-5.3475935828877,64.495,66.34615384615384,33.65384615384615,202308,202401,5.0,아니오,아니오,아니오,아니오,"전세가율 64.5%, 월세비중 33.7%, 매매가 전세보다 5개월 선행"
