번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),점포구분명,Unnamed: 29,위도,경도
1084,대규모점포,08_25_01_P,3140000,2011314011407500001,2011-05-20,,1,영업/정상,1,정상영업,,,,,0269231234,14074.76,158-766,서울특별시 양천구 목1동 962번지 1호 목동트라팰리스 내,서울특별시 양천구 오목로 299 (목동),158-766,(주)이마트 목동점,2024-04-23 09:29:35,U,2024-04-25 02:40:00,대형마트,188551.299139509,447076.288051741,대규모점포,,37.525854,126.871272
1085,대규모점포,08_25_01_P,4400000,2011440018107500001,2011-05-20,,1,영업/정상,1,정상영업,,,,,043-641-1051,8257.41,390-160,충청북도 제천시 강제동 684번지,충청북도 제천시 장평천로 11 (강제동),,(주)이마트 제천점,2023-07-07 09:20:24,U,2023-07-09 02:40:00,대형마트,308612.065962418,403106.413353613,대규모점포,,37.123454,128.222936
1086,대규모점포,08_25_01_P,3660000,2008366011107500001,2011-05-19,,1,영업/정상,1,정상영업,,,,,718-1052,11319.0,302-280,대전광역시 서구 월평동 510번지,대전광역시 서구 한밭대로 580 (월평동),,트레이더스 홀세일 클럽 월평점,2024-04-30 17:46:07,U,2024-05-02 02:40:00,복합쇼핑몰,232507.184505762,317488.107936776,대규모점포,,36.35768,127.362974
1087,대규모점포,08_25_01_P,4020000,2010402010807500001,2011-05-17,,1,영업/정상,1,정상영업,,,,,031-450-1053,12198.0,435-040,경기도 군포시 산본동 1123번지,경기도 군포시 산본로 347 (산본동),435-040,(주)이마트 산본점,2024-04-17 17:54:35,U,2024-04-19 02:40:00,대형마트,193861.874466854,428787.505318045,대규모점포,,37.361122,126.931503
1088,대규모점포,08_25_01_P,3420000,2011342011107500001,2011-04-26,,1,영업/정상,1,정상영업,,,,,945-2500,27231.15,701-170,대구광역시 동구 봉무동 1545번지,대구광역시 동구 팔공로49길 16 (봉무동),701-170,롯데아울렛 이시아폴리스점,2025-04-23 14:40:35,U,2025-04-25 02:40:00,쇼핑센터,347690.434441289,270271.225719383,대규모점포,,35.921563,128.637129
1089,대규모점포,08_25_01_P,3290000,2011329008507500002,2011-04-22,,1,영업/정상,1,정상영업,,,,,051-608-2500,15674.78,614-091,부산광역시 부산진구 부암1동 257번지,부산광역시 부산진구 신천대로 241 (부암동),614-837,롯데쇼핑(주) 롯데키즈마트 부산점,2025-05-12 09:24:03,U,2025-05-14 02:40:00,대형마트,386646.262710145,186822.941472238,대규모점포,,35.163278,129.04931
1090,대규모점포,08_25_01_P,4600000,2011460009107500001,2011-04-19,,1,영업/정상,1,정상영업,,,,,041-339-2500,6086.0,350-801,충청남도 홍성군 홍성읍 고암리 1042번지,충청남도 홍성군 홍성읍 조양로247번길 9,350-815,롯데쇼핑(주)롯데마트 홍성점,2025-05-16 11:04:49,U,2025-05-18 02:40:00,대형마트,170963.816189316,344485.565134627,대규모점포,,36.601072,126.676281
1091,대규모점포,08_25_01_P,3220000,2011322016207500002,2011-04-12,,1,영업/정상,1,정상영업,,,,,000269471234,3386.04,135-948,서울특별시 강남구 청담동 4번지 1호 외 9필지,서울특별시 강남구 도산대로 442 (청담동),135-948,하우스오브신세계 청담,2025-12-05 16:01:59,U,2025-12-07 02:40:00,백화점,203789.588128352,446796.128299612,대규모점포,,37.523394,127.043658
1095,대규모점포,08_25_01_P,3910000,2011391024407500001,2011-03-28,,1,영업/정상,1,정상영업,,,,,03180468200,16000.0,,경기도 평택시 안중읍 현화리 산 274번지,경기도 평택시 안중읍 서동대로 1489,17816,홈플러스 평택안중,2024-02-29 10:50:31,U,2024-03-02 02:40:00,대형마트,192485.121561252,387625.950254015,대규모점포,,36.990226,126.916379
1096,대규모점포,08_25_01_P,4510000,2011451016407500001,2011-03-21,,1,영업/정상,1,정상영업,,,,,041 939 8000,8967.0,,충청남도 보령시 명천동 129번지,"충청남도 보령시 명암1길 17 (명천동, 홈플러스)",33430,홈플러스(주)보령점,2024-02-28 14:57:40,U,2024-03-01 02:40:00,복합쇼핑몰,165267.663548079,315975.315462083,대규모점포,,36.343966,126.613901
1097,대규모점포,08_25_01_P,3640000,2011364010307500001,2011-03-17,,1,영업/정상,1,정상영업,,,,,042 608 8124,16908.55,300-824,대전광역시 동구 용전동 65번지 1호,대전광역시 동구 한밭대로 1282 (용전동),300-824,홈플러스(주) 동대전점,2016-02-11 17:44:44,I,2018-08-31 23:59:59,대형마트,239185.900858619,317088.412646934,대규모점포,,36.35383,127.437362
1098,대규모점포,08_25_01_P,3050000,2011305010007500001,2011-03-15,,1,영업/정상,1,정상영업,,,,,02-840-3210,5746.45,130-100,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130-100,장안위더스빌,2014-10-29 16:21:25,I,2018-08-31 23:59:59,그 밖의 대규모점포,205423.969491537,451556.210578255,대규모점포,,37.566274,127.062181
1099,대규모점포,08_25_01_P,3410000,2011341007107500001,2011-03-08,,1,영업/정상,1,정상영업,,,,,053 245 2233,36820.0,,대구광역시 중구 계산동2가 200 현대백화점,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,현대백화점 대구점,2024-03-26 13:55:11,U,2024-03-28 02:40:00,복합쇼핑몰,343588.735554802,264119.010750105,대규모점포,,35.866748,128.590592
1101,대규모점포,08_25_01_P,3630000,2009363015207500001,2011-03-02,,1,영업/정상,1,정상영업,,,,,062-616-8125,10086.0,506-250,광주광역시 광산구 하남동 831번지,광주광역시 광산구 용아로 390 (하남동),506-250,홈플러스(주) 광주하남점,2024-08-09 10:02:45,U,2024-08-11 02:40:00,대형마트,182200.812320705,186547.650146985,대규모점포,,35.177951,126.805408
1102,대규모점포,08_25_01_P,4181000,2011418018507500001,2011-02-25,,1,영업/정상,1,정상영업,,,,,242-5004,8086.0,200-112,강원특별자치도 춘천시 소양로2가 172번지 1호,"강원특별자치도 춘천시 서부대성로 12 (소양로2가, 서부시장)",200-112,춘천서부시장,2019-10-15 15:09:47,I,2023-06-13 00:00:00,그 밖의 대규모점포,263675.833817836,487157.336209289,대규모점포,,37.884822,127.724613
1103,대규모점포,08_25_01_P,3290000,2011329008507500001,2011-02-24,,1,영업/정상,1,정상영업,,,,,051-949-1515,22124.0,614-032,부산광역시 부산진구 부전2동 537번지 9호,부산광역시 부산진구 중앙대로666번길 50 (부전동),614-846,부산 서면 센트럴스퀘어,2023-02-09 09:53:41,U,2023-02-11 02:40:00,그 밖의 대규모점포,387748.383011444,185533.437357236,대규모점포,,35.151458,129.061107
1104,대규모점포,08_25_01_P,5080000,2011508013307500001,2011-02-23,,1,영업/정상,1,정상영업,,,,,054-480-1234,12976.74,,경상북도 구미시 임수동 92-28,경상북도 구미시 이계북로 23 (임수동),39393,(주)이마트 동구미점,2024-04-18 15:17:34,U,2024-04-20 02:40:00,대형마트,326413.552127775,290452.303117835,대규모점포,,36.106365,128.404681
1105,대규모점포,08_25_01_P,5530000,2011553021407500001,2011-02-07,,1,영업/정상,1,정상영업,,,,,031-8059-8722,16403.0,445-926,경기도 화성시 향남읍 행정리 487번지 1호,경기도 화성시 향남읍 향남로 402,445-926,홈플러스(주) 화성향남점,2024-03-13 11:11:00,U,2024-03-16 02:40:00,대형마트,192983.340400871,403222.825363217,대규모점포,,37.130768,126.921829
1107,대규모점포,08_25_01_P,4641000,2011464036307500001,2011-01-26,,1,영업/정상,1,정상영업,,,,,,18741.0,,전북특별자치도 전주시 완산구 서노송동 627번지 1호,"전북특별자치도 전주시 완산구 팔달로 262-6 (서노송동, 세이브존)",54995,(주)세이브존아이앤씨 전주코아점,2024-06-10 21:38:29,U,2024-06-12 02:40:00,쇼핑센터,213010.115138226,258388.283849404,대규모점포,,35.825526,127.14478
1108,대규모점포,08_25_01_P,3740000,2011374017307500001,2011-01-25,,1,영업/정상,1,정상영업,,,,,"243-2252, 243-2297",24843.88,442-081,경기도 수원시 팔달구 매산로1가 23번지,경기도 수원시 팔달구 갓매산로 85 (매산로1가),,팅스(tings),2014-10-06 11:47:21,I,2020-08-05 00:23:26,쇼핑센터,200062.986060285,418636.066514036,대규모점포,,37.269675,127.001501
1109,대규모점포,08_25_01_P,3080000,2011308013907500002,2011-01-24,,1,영업/정상,1,정상영업,,,,,02-902-1683,2736.8,142-061,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142-864,강북 북부시장,2024-03-20 21:36:36,U,2024-03-22 02:40:00,그 밖의 대규모점포,202608.934103734,459320.030764534,대규모점포,,37.636236,127.030345
1110,대규모점포,08_25_01_P,3150000,2011315012307500001,2011-01-18,,1,영업/정상,1,정상영업,,,,,000261164000,77670.0,157-222,서울특별시 강서구 방화2동 886번지 외6필지,"서울특별시 강서구 하늘길 38 (방화동, 롯데몰 김포공항)",157-220,롯데몰 김포공항,2025-05-17 09:58:52,U,2025-05-19 02:40:00,쇼핑센터,182524.823835629,451438.25089679,대규모점포,,37.56506,126.802992
1111,대규모점포,08_25_01_P,3130000,2011313011807500001,2011-01-06,,1,영업/정상,1,정상영업,,,,,34598000,14201.0,,서울특별시 마포구 서교동 490번지 1호,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",04036,홈플러스 합정점,2024-03-04 18:02:32,U,2024-03-06 02:40:00,대형마트,192311.642580307,449855.643910445,대규모점포,,37.550935,126.913782
1112,대규모점포,08_25_01_P,3250000,2011325008307500001,2011-01-05,,1,영업/정상,1,정상영업,,,,,0516782500,12347.0,600-017,부산광역시 중구 중앙동7가 20번지 1호,부산광역시 중구 중앙대로 2 (중앙동7가),600-017,롯데마트 광복점,2025-04-29 20:01:57,U,2025-05-01 02:40:00,대형마트,385590.814676765,179553.867031936,대규모점포,,35.097995,129.036103
1113,대규모점포,08_25_01_P,3080000,2011308013907500001,2011-01-03,,1,영업/정상,1,정상영업,,,,,02-994-3989,2837.0,142-073,서울특별시 강북구 수유3동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142-876,강북종합시장,2011-12-19 13:41:27,I,2018-08-31 23:59:59,그 밖의 대규모점포,,,대규모점포,,,
1115,대규모점포,08_25_01_P,3220000,2010322016207500002,2010-12-30,,1,영업/정상,1,정상영업,,,,,3453-6499,0.0,135-509,서울특별시 강남구 삼성2동 121번지 38호,서울특별시 강남구 삼성로103길 12 (삼성동),135-509,삼성동 신도브래뉴 주상복합 상가,2013-12-30 10:34:39,I,2018-08-31 23:59:59,그 밖의 대규모점포,204652.111034177,445353.174360925,대규모점포,,37.510389,127.053406
1116,대규모점포,08_25_01_P,3060000,2010306009507500003,2010-12-29,,1,영업/정상,1,정상영업,,,,,0269228100,22618.65,131-221,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131-857,홈플러스(주) 서울 상봉점,2024-02-29 18:12:48,U,2024-03-02 02:40:00,대형마트,207923.745922676,455090.718335439,대규모점포,,37.598101,127.090514
1117,대규모점포,08_25_01_P,3130000,2010313011807500001,2010-12-23,,1,영업/정상,1,정상영업,,,,,3809414,5687.96,121-802,서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동),121-030,(주)이마트 마포점,2024-04-25 13:14:17,U,2024-04-27 02:40:00,대형마트,195808.904523588,448910.741283532,대규모점포,,37.542444,126.953365
1118,대규모점포,08_25_01_P,3130000,2010313011807500002,2010-12-23,,1,영업/정상,1,정상영업,,,,,2197-1234,5687.96,121-852,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),121-852,(주)이마트 마포점,2020-04-29 13:50:50,U,2020-05-01 02:40:00,대형마트,195808.904523588,448910.741283532,대규모점포,,37.542444,126.953365
1119,대규모점포,08_25_01_P,5530000,2010553021407500002,2010-12-22,,1,영업/정상,1,정상영업,,,,,031-371-7000,36585.2,445-160,"경기도 화성시 반송동 96, 98번지",경기도 화성시 동탄중앙로 220 (반송동),445-160,타임테라스(TIMES TERRACE),2023-12-14 10:44:52,U,2023-12-16 02:40:00,복합쇼핑몰,206044.332509042,411453.905695269,대규모점포,,37.204942,127.068879
1121,대규모점포,08_25_01_P,3920000,2010392005707500001,2010-12-20,,1,영업/정상,1,정상영업,,,,,031-861-3300,3713.88,483-030,경기도 동두천시 생연동 698번지 11호,경기도 동두천시 중앙로 207 (생연동),,동두천농협하나로마트,2025-09-19 10:56:59,U,2025-09-21 02:40:00,대형마트,204525.719674795,488583.056118126,대규모점포,,37.899877,127.052241
1122,대규모점포,08_25_01_P,5670000,2010567002307500001,2010-12-15,,1,영업/정상,1,정상영업,,,,,0552402500,13646.0,642-030,경상남도 창원시 성산구 중앙동 92번지,경상남도 창원시 성산구 중앙대로 123 (중앙동),642-845,롯데쇼핑(주) 롯데마트맥스 창원중앙점,2025-06-04 08:39:53,U,2025-06-06 02:40:00,복합쇼핑몰,352898.792946041,193096.389570807,대규모점포,,35.225494,128.680241
1123,대규모점포,08_25_01_P,4490000,2010449023407500003,2010-12-10,,1,영업/정상,1,정상영업,,,,,041 411 1234,6138.86,330-160,충청남도 천안시 동남구 신부동 354번지 1호,충청남도 천안시 동남구 만남로 43 (신부동),,이마트  천안터미널점,2024-04-19 17:52:41,U,2024-04-21 02:40:00,대형마트,213910.850637373,368774.087611534,대규모점포,,36.820283,127.156709
1124,대규모점포,08_25_01_P,3860000,2010386021207500002,2010-12-10,,1,영업/정상,1,정상영업,,,,,623-9000,7769.7,420-747,"경기도 부천시 원미구 상3동 535번지 5, 6, 7호",경기도 부천시 원미구 길주로 105 (상동),420-747,(주)세이브존아이앤씨부천상동점,2024-04-30 16:46:30,U,2024-05-02 02:40:00,그 밖의 대규모점포,178164.089422238,444938.813535045,대규모점포,,37.506407,126.753828
1125,대규모점포,08_25_01_P,4060000,2010406011007500001,2010-12-09,,1,영업/정상,1,정상영업,,,,,031941 2150,10417.88,413-100,경기도 파주시 동패동 1763번지,경기도 파주시 한울로 123 (동패동),413-100,(주)이마트 파주운정점,2024-04-18 10:28:36,U,2024-04-20 02:40:00,대형마트,177453.945515036,467576.438594292,대규모점포,,37.710349,126.745097
1127,대규모점포,08_25_01_P,4040000,2010404008507500001,2010-12-07,,1,영업/정상,1,정상영업,,,,,0317777015,10650.0,465-821,경기도 하남시 신장1동 570번지,"경기도 하남시 하남대로 747 (신장동, 홈플러스 하남점)",465-030,홈플러스(주) 경기하남점,2024-03-26 09:21:04,U,2024-03-28 02:40:00,대형마트,218722.326285059,448437.965903226,대규모점포,,37.538006,127.212624
1128,대규모점포,08_25_01_P,3400000,2010340004407500002,2010-12-02,,1,영업/정상,1,정상영업,,,,,051 519 8224,7556.89,,부산광역시 기장군 정관읍 매학리 712-1 정관 홈플러스,"부산광역시 기장군 정관읍 정관5로 50, 정관 홈플러스",46015,홈플러스 부산정관점,2024-03-05 11:38:17,U,2024-03-07 02:40:00,대형마트,397835.275062345,204802.042928644,대규모점포,,35.323077,129.176358
1129,대규모점포,08_25_01_P,3090000,2010309013407500001,2010-11-30,,1,영업/정상,1,정상영업,,,,,954-1510,3629.76,132-010,서울특별시 도봉구 도봉동 657번지,서울특별시 도봉구 마들로 724 (도봉동),132-010,도봉한양프라자,2014-09-26 16:13:22,I,2018-08-31 23:59:59,그 밖의 대규모점포,204136.58447783,463573.102150294,대규모점포,,37.67455,127.047676
1130,대규모점포,08_25_01_P,4490000,2010449023407500002,2010-11-29,,1,영업/정상,1,정상영업,,,,,041-411-5018,45344.53,331-230,충청남도 천안시 서북구 불당동 1299번지,충청남도 천안시 서북구 공원로 227 (불당동),,한화갤러리아(주) 센터시티,2023-11-29 09:54:46,U,2023-12-01 02:40:00,백화점,209271.952837052,366567.801041603,대규모점포,,36.800459,127.104689
1131,대규모점포,08_25_01_P,3990000,2010399021407500001,2010-11-12,,1,영업/정상,1,정상영업,,,,,031-748-2500,8090.9,472-845,경기도 남양주시 화도읍 마석우리 255번지 24호,경기도 남양주시 화도읍 경춘로 1992,472-846,롯데쇼핑(주)롯데마트 마석점,2025-05-12 09:32:54,U,2025-05-14 02:40:00,대형마트,227234.544976879,460930.696005881,대규모점포,,37.65035,127.309398
1132,대규모점포,08_25_01_P,3650000,1998365009107500001,2010-11-09,,1,영업/정상,1,정상영업,,,,,042 224 2599,5502.07,301-830,대전광역시 중구 용두동 23번지 1호 골든타워빌딩 10층,"대전광역시 중구 계룡로 861 (용두동,골든타워빌딩 10층)",,대림가구타워,2014-09-30 08:52:05,I,2018-08-31 23:59:59,전문점,236803.283781057,313821.111537942,대규모점포,,36.324481,127.410664
1133,대규모점포,08_25_01_P,4641000,2010464036307500001,2010-10-26,,1,영업/정상,1,정상영업,,,,,063)715-6100,5449.29,560-803,전북특별자치도 전주시 완산구 고사동 412번지 2호 외 9필지,"전북특별자치도 전주시 완산구 전주객사4길 19 (고사동,외 9필지)",,노벨리나,2018-06-11 10:08:30,I,2024-01-19 01:16:45,쇼핑센터,212912.859277727,257618.73045152,대규모점포,,35.818591,127.143692
1134,대규모점포,08_25_01_P,3660000,2010366011107500001,2010-10-21,,1,영업/정상,1,정상영업,,,,,042-483-2123,6219.0,302-847,대전광역시 서구 월평2동 245번지,대전광역시 서구 대덕대로317번길 20 (월평동),,선사엔조이,2024-05-16 20:32:12,U,2024-05-18 02:40:00,그 밖의 대규모점포,233892.359009175,317905.159444619,대규모점포,,36.361391,127.378424
1135,대규모점포,08_25_01_P,3460000,2010346011707500001,2010-10-14,,1,영업/정상,1,정상영업,,,,,768-0167,7281.0,706-080,대구광역시 수성구 두산동 113호  SK리더스뷰 지하1층,대구광역시 수성구 동대구로 95 (두산동),706-962,홈플러스 대구 수성점,2024-03-04 13:22:21,U,2024-03-06 02:40:00,대형마트,346586.097961164,261066.09520777,대규모점포,,35.838801,128.623206
1136,대규모점포,08_25_01_P,3010000,2010301010007500004,2010-10-08,,1,영업/정상,1,정상영업,,,,,2238-0981,17758.45,100-451,서울특별시 중구 신당1동 773번지,서울특별시 중구 마장로 3 (신당동),,맥스타일,2023-01-02 08:56:55,U,2023-01-04 02:40:00,전문점,200863.594130764,451837.481623546,대규모점포,,37.568823,127.010563
1137,대규모점포,08_25_01_P,4060000,2010406017607500002,2010-09-17,,1,영업/정상,1,정상영업,,,,,031-8071-7001,52503.0,413-841,경기도 파주시 탄현면 법흥리 1790번지 8호,경기도 파주시 탄현면 필승로 200,,(주)신세계사이먼 파주점,2023-01-12 14:06:52,U,2023-01-14 02:40:00,전문점,173172.828879481,474158.9428211,대규모점포,,37.769539,126.696303
1138,대규모점포,08_25_01_P,4231000,2010423006407500001,2010-09-15,,1,영업/정상,1,정상영업,,,,,033 637 1501,6813.14,217-060,강원특별자치도 속초시 교동 673번지 1호,강원특별자치도 속초시 동해대로 4202 (교동),217-803,속초농협하나로마트엑스포지점,2021-11-24 09:38:31,I,2023-06-13 00:00:00,대형마트,338253.717723804,522445.158586875,대규모점포,,38.194359,128.578957
1139,대규모점포,08_25_01_P,3780000,2010378019307500001,2010-08-31,,1,영업/정상,1,정상영업,,,,,031-8023-1200,14172.39,461-826,경기도 성남시 수정구 태평4동 7336번지,경기도 성남시 수정구 수정로 201 (태평동),,(주)이마트 성남점,2024-04-17 12:56:40,U,2024-04-19 02:40:00,쇼핑센터,212442.882832125,438023.009514472,대규모점포,,37.444273,127.1414
1140,대규모점포,08_25_01_P,3940000,2010394021807500003,2010-08-26,,1,영업/정상,1,정상영업,,,,,0319121170,7121.0,411-410,경기도 고양시 일산서구 대화동 2602번지,경기도 고양시 일산서구 호수로 817 (대화동),411-410,레이킨스몰,2016-02-02 10:11:59,I,2018-08-31 23:59:59,그 밖의 대규모점포,178006.080301401,462865.812502378,대규모점포,,37.667922,126.751501
1142,대규모점포,08_25_01_P,5430000,2005543004507500001,2010-08-23,,1,영업/정상,1,정상영업,,,,,055-864-3592,2589.0,,경상남도 남해군 남해읍 북변리 282번지 11호,경상남도 남해군 남해읍 화전로 110,,남해전통시장,2023-07-11 10:38:17,U,2023-07-13 02:40:00,그 밖의 대규모점포,281725.527169139,149528.417258255,대규모점포,,34.84115,127.894318
1143,대규모점포,08_25_01_P,3050000,2010305010007500002,2010-08-11,,1,영업/정상,1,정상영업,,,,,02-3706-4710,10910.6,130-851,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130-851,롯데쇼핑(주)롯데마트 청량리점,2025-05-07 16:22:35,U,2025-05-09 02:40:00,대형마트,204081.282117393,453187.395154017,대규모점포,,37.580977,127.046992
1144,대규모점포,08_25_01_P,3930000,2010393021207500001,2010-08-06,,1,영업/정상,1,정상영업,,,,,,6759.0,425-020,경기도 안산시 단원구 고잔동 729번지 6호,경기도 안산시 단원구 광덕4로 246 (고잔동),,중앙상가,2019-12-26 11:42:08,U,2019-12-28 02:40:00,그 밖의 대규모점포,185736.057614723,423607.180837891,대규모점포,,37.314356,126.839879
1145,대규모점포,08_25_01_P,3940000,2010394021807500002,2010-08-04,,1,영업/정상,1,정상영업,,,,,031-932-1558,20138.0,411-410,경기도 고양시 일산서구 대화동 2602번지,경기도 고양시 일산서구 호수로 817 (대화동),411-410,홈플러스(주) 킨텍스점,2024-03-04 10:30:57,U,2024-03-06 02:40:00,대형마트,178006.080301401,462865.812502378,대규모점포,,37.667922,126.751501
1147,대규모점포,08_25_01_P,3720000,2010372009807500001,2010-07-30,,1,영업/정상,1,정상영업,,,,,"219-8400,219-8464",15554.23,683-350,울산광역시 북구 진장동 285번지 3호,울산광역시 북구 진장유통로 16 (진장동),683-350,울산진장디플렉스,2011-10-30 13:19:27,I,2018-08-31 23:59:59,전문점,413726.417438045,232770.876692856,대규모점포,,35.571682,129.358318
1148,대규모점포,08_25_01_P,3050000,2010305010007500001,2010-07-23,,1,영업/정상,1,정상영업,,,,,0237072903,40346.6,130-851,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130-851,롯데백화점 청량리역사점,2025-05-15 13:35:04,U,2025-05-17 02:40:00,백화점,204081.282117393,453187.395154017,대규모점포,,37.580977,127.046992
1149,대규모점포,08_25_01_P,5340000,2010534001607500001,2010-07-23,,1,영업/정상,1,정상영업,,,,,02-382-9426,6659.99,664-130,경상남도 사천시 좌룡동 388번지 10호 외 9필지,경상남도  삼천포대교로 591 (외 9필지),664-130,(주)이마트 사천점,2013-01-02 15:42:11,I,2018-08-31 23:59:59,대형마트,298325.164351214,161845.029914848,대규모점포,,34.950684,128.077223
1150,대규모점포,08_25_01_P,3060000,2010306009507500002,2010-07-21,,1,영업/정상,1,정상영업,,,,,02-380-9426,5100.83,131-141,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,서울특별시 중랑구 동일로 932 (묵동),131-757,주식회사 이마트 묵동점,2024-04-18 13:11:10,U,2024-04-20 02:40:00,대형마트,206777.731391054,456837.219624564,대규모점포,,37.613846,127.077553
1151,대규모점포,08_25_01_P,3640000,2010364010407500001,2010-07-16,,1,영업/정상,1,정상영업,,,,,042-280-9073,14657.44,300-050,대전광역시 동구 가오동 557번지,대전광역시 동구 은어송로 72 (가오동),,패션아일랜드 대전점,2015-09-07 14:05:27,I,2018-08-31 23:59:59,전문점,241064.767614979,311893.45796323,대규모점포,,36.306938,127.45802
1152,대규모점포,08_25_01_P,3420000,2010342009007500001,2010-07-13,,1,영업/정상,1,정상영업,,,,,053-965-9250,25448.82,701-220,대구광역시 동구 율하동 1117번지,대구광역시 동구 안심로 80 (율하동),701-847,롯데쇼핑프라자 율하점,2025-05-09 09:31:25,U,2025-05-11 02:40:00,쇼핑센터,352868.53664899,264480.565484064,대규모점포,,35.868603,128.693367
1153,대규모점포,08_25_01_P,3940000,2010394021807500001,2010-07-13,,1,영업/정상,1,정상영업,,,,,031 822 2233,37832.73,,경기도 고양시 일산서구 대화동 2602번지,경기도 고양시 일산서구 호수로 817 (대화동),10391,현대백화점 킨텍스점,2024-04-15 13:21:48,U,2024-04-17 02:40:00,백화점,178006.080301401,462865.812502378,대규모점포,,37.667922,126.751501
1154,대규모점포,08_25_01_P,3100000,2010310010907500001,2010-07-09,,1,영업/정상,1,정상영업,,,,,02-936-9006,4572.81,139-816,서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동),139-816,노원아이파크 상가,2014-10-28 14:37:30,I,2018-08-31 23:59:59,그 밖의 대규모점포,206033.023278317,461935.33920381,대규모점포,,37.659784,127.06916
1157,대규모점포,08_25_01_P,3070000,2010307013407500003,2010-06-30,,1,영업/정상,1,정상영업,,,,,02-944-1051,19201.0,136-735,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167,  동 (하월곡동)",136-130,이마트 하월곡점,2014-02-24 13:42:32,I,2018-08-31 23:59:59,대형마트,202667.468802014,455858.920803881,대규모점포,,37.605052,127.030996
1158,대규모점포,08_25_01_P,3530000,2010353007007500001,2010-06-24,,1,영업/정상,1,정상영업,,,,,02-6263-7500,8147.48,405-300,인천광역시 남동구 논현동 650번지 1호,인천광역시 남동구 청능대로 596 (논현동),,리빙파워센터 인천논현점,2025-10-14 15:30:52,U,2025-10-16 02:40:00,전문점,175633.883082614,433196.453155142,대규모점포,,37.400546,126.725601
1160,대규모점포,08_25_01_P,4181000,2010418016607500003,2010-06-01,,1,영업/정상,1,정상영업,,,,,033-260-7781,6272.0,,강원특별자치도 춘천시 석사동 27-2 롯데마트 석사점,"강원특별자치도 춘천시 세실로 108, 롯데마트 석사점 (석사동)",24315,롯데쇼핑(주)롯데마트 석사점,2025-12-29 13:52:29,U,2025-12-31 02:40:00,대형마트,266737.880921009,485159.020559127,대규모점포,,37.866601,127.759233
1161,대규모점포,08_25_01_P,3990000,2010399015407500001,2010-06-01,,1,영업/정상,1,정상영업,,,,,031-522-1234,10148.33,,경기도 남양주시 진접읍 연평리 101번지 14호 진접이마트,"경기도 남양주시 진접읍 금강로유연들1길 154, 진접이마트",12073,주식회사 이마트 진접점,2024-04-22 16:40:38,U,2024-04-24 02:40:00,복합쇼핑몰,215971.923346848,467391.99875644,대규모점포,,37.708828,127.181916
1163,대규모점포,08_25_01_P,3560000,2010356006807500001,2010-05-25,,1,영업/정상,1,정상영업,,,,,032-570-7031,9649.88,,인천광역시 서구 원창동 379번지 1호,인천광역시 서구 중봉대로393번길 16 (원창동),22769,주식회사 케이씨씨글라스 홈씨씨 인천점,2024-05-31 15:34:56,U,2024-06-02 02:40:00,전문점,168732.756201711,445970.833890771,대규모점포,,37.515434,126.647119
1164,대규모점포,08_25_01_P,3070000,2010307013407500002,2010-05-19,,1,영업/정상,1,정상영업,,,,,02-3669-8000,17817.0,,서울특별시 성북구 하월곡동 46-73 코업스타클래스,"서울특별시 성북구 화랑로 76, 코업스타클래스 (하월곡동)",02751,홈플러스 월곡점,2025-05-08 19:21:06,U,2025-05-10 02:40:00,대형마트,203502.004139568,455500.568972657,대규모점포,,37.601821,127.040445
1165,대규모점포,08_25_01_P,3640000,2009364010407500014,2010-05-17,,1,영업/정상,1,정상영업,,,,,042-615-1234,23787.54,300-200,대전광역시 동구 용전동 63번지 3호 외 2필지,"대전광역시 동구 동서대로 1689 (용전동,외 2필지)",,이마트 대전터미널점,2020-04-23 16:18:46,U,2020-04-25 02:40:00,대형마트,239122.638390937,316705.693668735,대규모점포,,36.350384,127.436638
